Москва,Москва,0c5b2444-70a0-4932-980c-b4dc0d3f02b5
Санкт-Петербург,Санкт-Петербург,c2deb16a-0330-4f05-821f-1d09c93331e6
Новосибирск,Новосибирская,8dea00e3-9aab-4d8e-887c-ef2aaa546456
Екатеринбург,Свердловская,2763c110-cb8b-416a-9dac-ad28a55b4402
Нижний Новгород,Нижегородская,555e7d61-d9a7-4ba6-9770-6caa8198c483
Казань,Татарстан,93b3df57-4c89-44df-ac42-96f05e9cd3b9
Самара,Самарская,bb035cc3-1dc2-4627-9d25-a1bf2d4b936b
Омск,Омская,140e31da-27bf-4519-9ea0-6185d681d44e
Челябинск,Челябинская,a376e68d-724a-4472-be7c-891bdb09ae32
Ростов-на-Дону,Ростовская,c1cfe4b9-f7c2-423c-abfa-6ed1c05a15c5
Уфа,Башкортостан,7339e834-2cb4-4734-a4c7-1fca2c66e562
Волгоград,Волгоградская,a52b7389-0cfe-46fb-ae15-298652a64cf8
Пермь,Пермский,a309e4ce-2f36-4106-b1ca-53e0f48a6d95
Красноярск,Красноярский,9b968c73-f4d4-4012-8da8-3dacd4d4c1bd
Воронеж,Воронежская,5bf5ddff-6353-4a3d-80c4-6fb27f00c6c1
Саратов,Саратовская,bf465fda-7834-47d5-986b-ccdb584a85a6
Краснодар,Краснодарский,7dfa745e-aa19-4688-b121-b655c11e482f
Тольятти,Самарская,242e87c1-584d-4360-8c4c-aae2fe90048e
Барнаул,Алтайский,d13945a8-7017-46ab-b1e6-ede1e89317ad
Ижевск,Удмуртская,deb1d05a-71ce-40d1-b726-6ba85d70d58f
Ульяновск,Ульяновская,bebfd75d-a0da-4bf9-8307-2e2c85eac463
Владивосток,Приморский,7b6de6a5-86d0-4735-b11a-499081111af8
Ярославль,Ярославская,6b1bab7d-ee45-4168-a2a6-4ce2880d90d3
Иркутск,Иркутская,8eeed222-72e7-47c3-ab3a-9a553c31cf72
Тюмень,Тюменская,9ae64229-9f7b-4149-b27a-d1f6ec74b5ce
Махачкала,Дагестан,727cdf1e-1b70-4e07-8995-9bf7ca9abefb
Хабаровск,Хабаровский,a4859da8-9977-4b62-8436-4e1b98c5d13f
Оренбург,Оренбургская,dce97bff-deb2-4fd9-9aec-4f4327bbf89b
Новокузнецк,Кемеровская область - Кузбасс,b28b6f6f-1435-444e-95a6-68c499b0d27a
Кемерово,Кемеровская область - Кузбасс,94bb19a3-c1fa-410b-8651-ac1bf7c050cd
Рязань,Рязанская,86e5bae4-ef58-4031-b34f-5e9ff914cd55
Томск,Томская,e3b0eae8-a4ce-4779-ae04-5c0797de66be
Астрахань,Астраханская,a101dd8b-3aee-4bda-9c61-9df106f145ff
Пенза,Пензенская,ff3292b1-a1d2-47d4-b35b-ac06b50555cc
Набережные Челны,Татарстан,748d7afa-7407-4876-9f40-764ecdd09bbd
Липецк,Липецкая,eacb5f15-1a2e-432e-904a-ca56bd635f1b
Тула,Тульская,b2601b18-6da2-4789-9fbe-800dde06a2bb
Киров,Кировская,452a2ddf-88a1-4e35-8d8d-8635493768d4
Улан-Удэ,Бурятия,9fdcc25f-a3d0-4f28-8b61-40648d099065
Калининград,Калининградская,df679694-d505-4dd3-b514-4ba48c8a97d8
Брянск,Брянская,414b71cf-921e-4bfc-b6e0-f7395d16aaef
Курск,Курская,d790c72e-479b-4da2-90d7-842b1712a71c
Иваново,Ивановская,40c6863e-2a5f-4033-a377-3416533948bd
Магнитогорск,Челябинская,988157bf-d6d5-4c2a-80ec-4ad531eea056
Тверь,Тверская,c52ea942-555e-45c6-9751-58897717b02f
Ставрополь,Ставропольский,2a1c7bdb-05ea-492f-9e1c-b3999f79dcbc
Севастополь,Севастополь,6fdecb78-893a-4e3f-a5ba-aa062459463b
Нижний Тагил,Свердловская,cc73d6af-6e2e-4a1f-be8e-682c289b0b57
Белгород,Белгородская,02e9c019-ab4d-4fa0-928e-d6c0a41dc256
Архангельск,Архангельская,06814fb6-0dc3-4bec-ba20-11f894a0faf5
Владимир,Владимирская,f66a00e6-179e-4de9-8ecb-78b0277c9f10
Сочи,Краснодарский,79da737a-603b-4c19-9b54-9114c96fb912
Курган,Курганская,3bbda77d-ba3f-4457-9d44-c440815cda89
Симферополь,Крым,b9001e55-72ed-43bf-b7eb-41b86a14380e
Смоленск,Смоленская,d414a2e8-9e1e-48c1-94a4-7308d5608177
Калуга,Калужская,b502ae45-897e-4b6f-9776-6ff49740b537
Чита,Забайкальский,2d9abaa6-85a6-4f1f-a1bd-14b76ec17d9c
Саранск,Мордовия,1ccfdc3c-be0f-4e42-ab4d-98f90de972d9
Орёл,Орловская,2abed4d9-5565-4885-bc96-f4ffccc6cba4
Волжский,Волгоградская,bc5ed788-84c8-493e-9598-7a15a9f1e4c1
Череповец,Вологодская,b4c30848-5181-44b4-88fa-456e1c4aeb0f
Владикавказ,Северная Осетия - Алания,20ea2341-4f49-4c5c-a9dc-a54688c8cc61
Мурманск,Мурманская,b7127184-ead6-422b-b7cf-4fc7725b47a5
Сургут,Ханты-Мансийский Автономный округ - Югра,f1eb1809-47d4-4f0b-9a74-fa416e9d3df2
Вологда,Вологодская,023484a5-f98d-4849-82e1-b7e0444b54ef
Тамбов,Тамбовская,ea2a1270-1e19-4224-b1a0-4228b9de3c7a
Стерлитамак,Башкортостан,84e0b23d-82fe-40a8-8739-55e679780dc3
Грозный,Чеченская,a2072dc5-45be-4db3-ab13-10784ba8b2ae
Якутск,Саха /Якутия/,884c84a2-0141-4652-962d-8a92989b88f7
Кострома,Костромская,14c73394-b886-40a9-9e5c-547cfd4d6aad
Комсомольск-на-Амуре,Хабаровский,a29c5b20-5056-412b-9af6-7b805aa3ea72
Петрозаводск,Карелия,ccc34487-8fd4-4e71-b032-f4e6c82fb354
Таганрог,Ростовская,d72c95ed-9fdd-4f27-b94f-898fc3f1177d
Нижневартовск,Ханты-Мансийский Автономный округ - Югра,0bf0f4ed-13f8-446e-82f6-325498808076
Йошкар-Ола,Марий Эл,0648e41c-a09b-4eac-91cd-8cf61b9ccb7b
Братск,Иркутская,bdf6b629-b33e-4cfa-b4b2-7f693e1d821c
Новороссийск,Краснодарский,16ac039a-5257-4715-a8c5-d6bd9e617b53
Дзержинск,Нижегородская,1d5a97d5-9bdf-44c9-ac42-e201833e7f28
Шахты,Ростовская,dee2e80e-f2e1-4a68-93b0-b7b89b6f3e74
Нальчик,Кабардино-Балкарская,913a82e3-b671-43d5-97b4-8a08b8ee2d28
Орск,Оренбургская,71e7cb45-f365-4e6b-b068-a7d35349c3ba
Сыктывкар,Коми,d2944a73-daf4-4a08-9b34-d9b0af7785a1
Нижнекамск,Татарстан,6b849aa8-0782-4c26-b7ac-a0f413f306c0
Ангарск,Иркутская,82b6b7c8-82a4-44b2-8bc7-691373706b89
Старый Оскол,Белгородская,9f5e86b1-b893-43dc-9dd4-ac66573b17d1
Великий Новгород,Новгородская,8d0a05bf-3b8a-43e9-ac26-7ce61d7c4560
Балашиха,Московская,27c5bc66-61bf-4a17-b0cd-ca0eb64192d6
Благовещенск,Амурская,8f41253d-6e3b-48a9-842a-25ba894bd093
Прокопьевск,Кемеровская область - Кузбасс,2d8b9d01-1c4f-4987-8a0b-1eb5080c1f38
Химки,Московская,d76255c8-3173-4db5-a39b-badd3ebdf851
Псков,Псковская,2858811e-448a-482e-9863-e03bf06bb5d4
Бийск,Алтайский,52f876f6-cb1d-4f23-a22f-b692609fc1e0
Энгельс,Саратовская,c58d0505-54eb-4c34-8216-b14f7cdb0ecb
Рыбинск,Ярославская,292c0a6a-47ce-435d-8a75-f80e9ce67fba
Балаково,Саратовская,45eea4e7-2977-44bb-9b3d-ef8e9198e5d2
Северодвинск,Архангельская,32747c72-c08b-4440-b340-91f48d72f9db
Армавир,Краснодарский,fc9c55d0-c66e-455e-8034-b0944b025c38
Подольск,Московская,b22cf685-e391-42c8-aab5-a9aadb9193d4
Королёв,Московская,819d6910-b4d1-474f-ad10-c1fa944dfca4
Южно-Сахалинск,Сахалинская,44388ad0-06aa-49b0-bbf9-1704629d1d68
Петропавловск-Камчатский,Камчатский,0b3f0723-5fe0-4c23-af44-8082166c6d2e
Сызрань,Самарская,e9e684ce-7d60-4480-ba14-ca6da658188b
Норильск,Красноярский,d301a980-4a45-4066-9a20-4e783856a562
Златоуст,Челябинская,110c731e-d72b-4c37-91cb-03ce33d9e727
Каменск-Уральский,Свердловская,ecc16584-9814-44d7-a0f3-c79601caa734
Мытищи,Московская,5f290be7-14ff-4ccd-8bc8-2871a9ca9d5f
Люберцы,Московская,427b4e19-f221-4abc-8904-81f7409c1ce3
Волгодонск,Ростовская,1a453dcd-8885-4999-923b-1bbaa5a1cec4
Новочеркасск,Ростовская,28bafcb3-92b2-445b-9443-a341be73fdb9
Абакан,Хакасия,42a02e11-a337-4d50-8596-fc76dae7c62a
Находка,Приморский,225a3506-35aa-4456-8bd7-244bdfbc4eaf
Находка,Приморский,225a3506-35aa-4456-8bd7-244bdfbc4eaf
Уссурийск,Приморский,de7335fb-9baa-48eb-927d-0bb299b2e5bc
Березники,Пермский,4ffcde97-05e9-4a6e-bd51-3a984b41b7bd
Салават,Башкортостан,fc14353f-5a1d-4f22-94ea-b900bad9a9f1
Электросталь,Московская,e0b171b6-bf2e-4d68-ab05-4d42ab2b375a
Миасс,Челябинская,f2976e80-32e1-4284-8eda-06cf19239cd1
Первоуральск,Свердловская,45bad628-61b7-4445-b62a-fa4c7bc71ccd
Керчь,Крым,b7b1ef3e-bd1c-4080-80ea-f0580b40281b
Рубцовск,Алтайский,65db5c88-c65c-43f0-9c21-13e15a032d4a
Альметьевск,Татарстан,1ca4e6ce-2bc8-40a9-bdf5-113449c3a172
Ковров,Владимирская,0b4978e2-e64c-4db1-b84d-93cf34bdb04b
Коломна,Московская,b367fb03-29f9-4dac-8d85-01595cfb6ad9
Майкоп,Адыгея,8cfbe842-e803-49ca-9347-1ef90481dd98
Пятигорск,Ставропольский,9b0efbd0-22bb-400d-86db-ddc69b9939d9
Одинцово,Московская,6ae8ad9e-aa6c-4849-92d8-8e637059c9b0
Копейск,Челябинская,69462f61-d1da-4e61-a970-3b71c6623002
Хасавюрт,Дагестан,b10ca6a7-e9c0-4382-b939-4787aaf43a58
Новомосковск,Тульская,0b6e326e-74ca-4e24-93d4-2c385c292bb5
Кисловодск,Ставропольский,82551e9e-14a4-4414-ad60-6cc944763ff3
Серпухов,Московская,efc02a6a-273b-4a49-aef9-a5606ef8591c
Нефтеюганск,Ханты-Мансийский Автономный округ - Югра,45906532-143b-48c2-9af3-f480dc19c7bf
Димитровград,Ульяновская,73b29372-242c-42c5-89cd-8814bc2368af
Нефтекамск,Башкортостан,2c9997d2-ce94-431a-96c9-722d2238d5c8
Черкесск,Карачаево-Черкесская,2a4a7c93-f3f8-4042-8cbf-e04ab64f5e08
Орехово-Зуево,Московская,0f2f2d09-8e7a-4356-bd4d-0b055d802e7b
Дербент,Дагестан,1bde5cf4-7943-4b17-9718-2c1d96742be5
Камышин,Волгоградская,0f9fb687-8d03-41a2-968f-033a2ba44f2f
Невинномысск,Ставропольский,ff894fb7-acb4-4edf-bb48-c5349d89579b
Красногорск,Московская,63fcf18a-365e-451f-baee-8d09ac50b773
Муром,Владимирская,0d7d5d87-f0a6-428f-b655-d3be106c64a2
Батайск,Ростовская,3809afb6-fdfd-4115-9e55-236abf108c81
Новошахтинск,Ростовская,bce1a4f2-7576-4427-8bd8-8d8b4e35ad11
Сергиев Посад,Московская,7baaac39-aa31-4712-893d-51ef80124a86
Ноябрьск,Ямало-Ненецкий,131c6e49-9bc5-484d-b65a-ee7f5d250418
Щёлково,Московская,c38a33c1-8f16-4454-bbf4-656d6b8b1739
Кызыл,Тыва,8df8c56f-a46e-438f-a85b-a9b18ad4fc77
Октябрьский,Башкортостан,abd1bc35-ec51-437a-abee-76a4f620f662
Ачинск,Красноярский,c3689d32-dea5-49c8-b69b-b8d2daa1d36b
Северск,Томская,53c22352-eb6f-4163-a4d1-385d64561d2f
Новокуйбышевск,Самарская,cda74a83-ae08-4ba2-b01c-c6fc373222cb
Елец,Липецкая,8261b161-ceac-4fa2-9fe8-593cb2a28210
Арзамас,Нижегородская,7e42f157-87d6-4111-a406-17432e814723
Евпатория,Крым,e11bab0f-338d-43e0-bfa4-1d3c87759e2a
Обнинск,Калужская,05a647ff-b859-4c93-8c8e-3590110a0085
Новый Уренгой,Ямало-Ненецкий,4136d0c1-3ff7-44c0-aa30-fa2e7eb96ef7
Каспийск,Дагестан,a8695cce-c623-4451-bb47-2d69ab22092a
Элиста,Калмыкия,d5bd18b9-22c1-48e2-9b4a-3b7a4c89a3cb
Пушкино,Московская,7f22cfa4-34fa-4fa0-bcb0-620cd8402cfa
Жуковский,Московская,fd91f393-4820-437f-a50c-907e9856c374
Артём,Приморский,3ce80b09-9b72-4e68-9b2d-becaaee4570e
Междуреченск,Кемеровская область - Кузбасс,c6a7e590-04b4-4a01-85fc-b61b63711bba
Ленинск-Кузнецкий,Кемеровская область - Кузбасс,cf600ae8-e376-42ae-bf7c-5aa1875dcd28
Сарапул,Удмуртская,e69a280f-9064-490e-bae0-8bd39527872f
Ессентуки,Ставропольский,0ca8280c-89cb-4c81-8a99-ae10a98416bc
Воткинск,Удмуртская,d948319d-b151-48f5-9791-22ccfeeabfe7
